task_id,horizon,agent_type,attempt,success,steps_taken,failure_type,strategies_used,elapsed_s,label
fs_organize,5,plan_act,1,False,5,circular_loop,0,1.7,Plan-and-Act
fs_organize,7,plan_act,1,False,7,circular_loop,0,1.7,Plan-and-Act
fs_organize,10,plan_act,1,False,10,circular_loop,0,1.7,Plan-and-Act
fs_nested,3,plan_act,1,False,3,tool_misuse,0,2.0,Plan-and-Act
fs_nested,5,plan_act,1,False,5,tool_misuse,0,2.0,Plan-and-Act
fs_nested,7,plan_act,1,False,7,tool_misuse,0,2.0,Plan-and-Act
fs_nested,10,plan_act,1,True,5,,0,2.0,Plan-and-Act
fs_backup_clean,3,plan_act,1,True,1,,0,2.3,Plan-and-Act
fs_backup_clean,5,plan_act,1,False,5,incorrect_reasoning,0,2.3,Plan-and-Act
fs_backup_clean,7,plan_act,1,True,3,,0,2.3,Plan-and-Act
fs_backup_clean,10,plan_act,1,True,5,,0,2.3,Plan-and-Act
db_schema,3,plan_act,1,True,1,,0,2.6,Plan-and-Act
db_schema,5,plan_act,1,True,2,,0,2.6,Plan-and-Act
db_schema,7,plan_act,1,True,3,,0,2.6,Plan-and-Act
db_schema,10,plan_act,1,True,5,,0,2.6,Plan-and-Act
db_insert,3,plan_act,1,True,1,,0,2.9,Plan-and-Act
db_insert,5,plan_act,1,True,2,,0,2.9,Plan-and-Act
db_insert,7,plan_act,1,True,3,,0,2.9,Plan-and-Act
db_insert,10,plan_act,1,True,5,,0,2.9,Plan-and-Act
db_query,3,plan_act,1,True,1,,0,3.2,Plan-and-Act
db_query,5,plan_act,1,True,2,,0,3.2,Plan-and-Act
db_query,7,plan_act,1,True,3,,0,3.2,Plan-and-Act
db_query,10,plan_act,1,True,5,,0,3.2,Plan-and-Act
fs_organize,3,plan_act,2,True,1,,0,1.9,Plan-and-Act
fs_organize,5,plan_act,2,True,2,,0,1.9,Plan-and-Act
fs_organize,7,plan_act,2,True,3,,0,1.9,Plan-and-Act
fs_organize,10,plan_act,2,True,5,,0,1.9,Plan-and-Act
fs_nested,3,plan_act,2,True,1,,0,2.2,Plan-and-Act
fs_nested,5,plan_act,2,True,2,,0,2.2,Plan-and-Act
fs_nested,7,plan_act,2,True,3,,0,2.2,Plan-and-Act
fs_nested,10,plan_act,2,True,5,,0,2.2,Plan-and-Act
fs_backup_clean,3,plan_act,2,True,1,,0,2.5,Plan-and-Act
fs_backup_clean,5,plan_act,2,True,2,,0,2.5,Plan-and-Act
fs_backup_clean,7,plan_act,2,True,3,,0,2.5,Plan-and-Act
fs_backup_clean,10,plan_act,2,True,5,,0,2.5,Plan-and-Act
db_schema,3,plan_act,2,True,1,,0,2.8,Plan-and-Act
db_schema,5,plan_act,2,True,2,,0,2.8,Plan-and-Act
db_schema,7,plan_act,2,True,3,,0,2.8,Plan-and-Act
db_schema,10,plan_act,2,True,5,,0,2.8,Plan-and-Act
db_insert,3,plan_act,2,True,1,,0,3.1,Plan-and-Act
db_insert,5,plan_act,2,True,2,,0,3.1,Plan-and-Act
db_insert,7,plan_act,2,True,3,,0,3.1,Plan-and-Act
db_insert,10,plan_act,2,True,5,,0,3.1,Plan-and-Act
db_query,3,plan_act,2,True,1,,0,3.4,Plan-and-Act
db_query,5,plan_act,2,True,2,,0,3.4,Plan-and-Act
db_query,7,plan_act,2,True,3,,0,3.4,Plan-and-Act
db_query,10,plan_act,2,True,5,,0,3.4,Plan-and-Act
fs_organize,3,strategy,0,False,3,incorrect_reasoning,0,1.5,Self-Improving (ours)
fs_organize,5,strategy,0,False,5,tool_misuse,0,1.5,Self-Improving (ours)
fs_organize,7,strategy,0,False,7,context_truncation,0,1.5,Self-Improving (ours)
fs_organize,10,strategy,0,False,10,circular_loop,0,1.5,Self-Improving (ours)
fs_nested,3,strategy,0,False,3,repeated_action,0,1.8,Self-Improving (ours)
fs_nested,5,strategy,0,False,5,incorrect_reasoning,0,1.8,Self-Improving (ours)
fs_nested,7,strategy,0,False,7,incorrect_reasoning,0,1.8,Self-Improving (ours)
fs_nested,10,strategy,0,False,10,incorrect_reasoning,0,1.8,Self-Improving (ours)
fs_backup_clean,3,strategy,0,False,3,incorrect_reasoning,0,2.1,Self-Improving (ours)
fs_backup_clean,5,strategy,0,False,5,incorrect_reasoning,0,2.1,Self-Improving (ours)
fs_backup_clean,7,strategy,0,False,7,incorrect_reasoning,0,2.1,Self-Improving (ours)
fs_backup_clean,10,strategy,0,False,10,incorrect_reasoning,0,2.1,Self-Improving (ours)
db_schema,3,strategy,0,False,3,incorrect_reasoning,0,2.4,Self-Improving (ours)
db_schema,5,strategy,0,False,5,incorrect_reasoning,0,2.4,Self-Improving (ours)
db_schema,7,strategy,0,False,7,incorrect_reasoning,0,2.4,Self-Improving (ours)
db_schema,10,strategy,0,False,10,tool_misuse,0,2.4,Self-Improving (ours)
db_insert,3,strategy,0,False,3,tool_misuse,0,2.7,Self-Improving (ours)
db_insert,5,strategy,0,False,5,tool_misuse,0,2.7,Self-Improving (ours)
db_insert,7,strategy,0,False,7,tool_misuse,0,2.7,Self-Improving (ours)
db_insert,10,strategy,0,True,5,,0,2.7,Self-Improving (ours)
db_query,3,strategy,0,False,3,tool_misuse,0,3.0,Self-Improving (ours)
db_query,5,strategy,0,False,5,tool_misuse,0,3.0,Self-Improving (ours)
db_query,7,strategy,0,False,7,tool_misuse,0,3.0,Self-Improving (ours)
db_query,10,strategy,0,True,5,,0,3.0,Self-Improving (ours)
fs_organize,3,strategy,1,False,3,tool_misuse,0,1.7,Self-Improving (ours)
fs_organize,5,strategy,1,False,5,context_truncation,0,1.7,Self-Improving (ours)
fs_organize,7,strategy,1,False,7,context_truncation,0,1.7,Self-Improving (ours)
fs_organize,10,strategy,1,True,5,,1,1.7,Self-Improving (ours)
fs_nested,3,strategy,1,False,3,context_truncation,0,2.0,Self-Improving (ours)
fs_nested,5,strategy,1,False,5,context_truncation,0,2.0,Self-Improving (ours)
fs_nested,7,strategy,1,True,3,,1,2.0,Self-Improving (ours)
fs_nested,10,strategy,1,True,5,,1,2.0,Self-Improving (ours)
fs_backup_clean,3,strategy,1,False,3,circular_loop,0,2.3,Self-Improving (ours)
fs_backup_clean,5,strategy,1,False,5,circular_loop,0,2.3,Self-Improving (ours)
fs_backup_clean,7,strategy,1,True,3,,1,2.3,Self-Improving (ours)
fs_backup_clean,10,strategy,1,True,5,,1,2.3,Self-Improving (ours)
db_schema,3,strategy,1,True,1,,1,2.6,Self-Improving (ours)
db_schema,5,strategy,1,False,5,repeated_action,0,2.6,Self-Improving (ours)
db_schema,7,strategy,1,True,3,,1,2.6,Self-Improving (ours)
db_schema,10,strategy,1,True,5,,1,2.6,Self-Improving (ours)
db_insert,3,strategy,1,True,1,,1,2.9,Self-Improving (ours)
db_insert,5,strategy,1,True,2,,1,2.9,Self-Improving (ours)
db_insert,7,strategy,1,True,3,,1,2.9,Self-Improving (ours)
db_insert,10,strategy,1,True,5,,1,2.9,Self-Improving (ours)
db_query,3,strategy,1,True,1,,1,3.2,Self-Improving (ours)
db_query,5,strategy,1,True,2,,1,3.2,Self-Improving (ours)
db_query,7,strategy,1,True,3,,1,3.2,Self-Improving (ours)
db_query,10,strategy,1,True,5,,1,3.2,Self-Improving (ours)
fs_organize,3,strategy,2,True,1,,2,1.9,Self-Improving (ours)
fs_organize,5,strategy,2,True,2,,2,1.9,Self-Improving (ours)
fs_organize,7,strategy,2,True,3,,2,1.9,Self-Improving (ours)
fs_organize,10,strategy,2,True,5,,2,1.9,Self-Improving (ours)
fs_nested,3,strategy,2,True,1,,2,2.2,Self-Improving (ours)
fs_nested,5,strategy,2,True,2,,2,2.2,Self-Improving (ours)
fs_nested,7,strategy,2,True,3,,2,2.2,Self-Improving (ours)
fs_nested,10,strategy,2,True,5,,2,2.2,Self-Improving (ours)
fs_backup_clean,3,strategy,2,True,1,,2,2.5,Self-Improving (ours)
fs_backup_clean,5,strategy,2,True,2,,2,2.5,Self-Improving (ours)
fs_backup_clean,7,strategy,2,True,3,,2,2.5,Self-Improving (ours)
fs_backup_clean,10,strategy,2,True,5,,2,2.5,Self-Improving (ours)
db_schema,3,strategy,2,True,1,,2,2.8,Self-Improving (ours)
db_schema,5,strategy,2,True,2,,2,2.8,Self-Improving (ours)
db_schema,7,strategy,2,True,3,,2,2.8,Self-Improving (ours)
db_schema,10,strategy,2,True,5,,2,2.8,Self-Improving (ours)
db_insert,3,strategy,2,True,1,,2,3.1,Self-Improving (ours)
db_insert,5,strategy,2,True,2,,2,3.1,Self-Improving (ours)
db_insert,7,strategy,2,True,3,,2,3.1,Self-Improving (ours)
db_insert,10,strategy,2,True,5,,2,3.1,Self-Improving (ours)
db_query,3,strategy,2,True,1,,2,3.4,Self-Improving (ours)
db_query,5,strategy,2,True,2,,2,3.4,Self-Improving (ours)
db_query,7,strategy,2,True,3,,2,3.4,Self-Improving (ours)
db_query,10,strategy,2,True,5,,2,3.4,Self-Improving (ours)
