task_id,horizon,agent_type,attempt,success,steps_taken,failure_type,strategies_used,elapsed_s,label
db_filter_summarize,8,react,4,False,2,other,0,21.39,ReAct
fs_organize,8,react,5,True,8,,0,95.79,ReAct
fs_nested,8,react,5,False,2,other,0,24.49,ReAct
fs_backup_clean,8,react,5,True,8,,0,95.11,ReAct
fs_dedup_archive,8,react,5,False,8,repeated_action,0,98.33,ReAct
db_create_insert,8,react,5,False,8,repeated_action,0,94.27,ReAct
db_alter,8,react,5,True,7,,0,83.93,ReAct
db_join_agg,8,react,5,False,3,tool_misuse,0,35.29,ReAct
db_filter_summarize,8,react,5,False,8,tool_misuse,0,99.55,ReAct
fs_organize,12,react,0,False,12,repeated_action,0,177.44,ReAct
fs_nested,12,react,0,True,11,,0,119.21,ReAct
fs_backup_clean,12,react,0,True,11,,0,132.35,ReAct
fs_dedup_archive,12,react,0,True,7,,0,84.26,ReAct
db_create_insert,12,react,0,True,12,,0,145.56,ReAct
db_alter,12,react,0,True,7,,0,83.95,ReAct
db_join_agg,12,react,0,False,4,repeated_action,0,45.68,ReAct
db_filter_summarize,12,react,0,False,12,repeated_action,0,144.3,ReAct
fs_organize,12,react,1,False,3,tool_misuse,0,35.96,ReAct
fs_nested,12,react,1,False,12,repeated_action,0,144.84,ReAct
fs_backup_clean,12,react,1,True,11,,0,132.14,ReAct
fs_dedup_archive,12,react,1,True,7,,0,83.45,ReAct
db_create_insert,12,react,1,True,7,,0,84.35,ReAct
db_alter,12,react,1,True,7,,0,83.17,ReAct
db_join_agg,12,react,1,False,12,repeated_action,0,146.32,ReAct
db_filter_summarize,12,react,1,True,8,,0,94.31,ReAct
fs_organize,12,react,2,True,12,,0,250.2,ReAct
fs_nested,12,react,2,False,3,other,0,24.25,ReAct
fs_backup_clean,12,react,2,True,12,,0,156.57,ReAct
fs_dedup_archive,12,react,2,True,7,,0,83.85,ReAct
db_create_insert,12,react,2,False,12,repeated_action,0,143.95,ReAct
db_alter,12,react,2,True,7,,0,83.34,ReAct
db_join_agg,12,react,2,False,12,repeated_action,0,258.73,ReAct
db_filter_summarize,12,react,2,False,2,other,0,21.16,ReAct
fs_organize,12,react,3,False,12,repeated_action,0,206.48,ReAct
fs_nested,12,react,3,True,12,,0,129.11,ReAct
fs_backup_clean,12,react,3,False,12,other,0,162.43,ReAct
fs_dedup_archive,12,react,3,True,11,,0,216.98,ReAct
db_create_insert,12,react,3,True,12,,0,120.61,ReAct
db_alter,12,react,3,True,7,,0,83.08,ReAct
db_join_agg,12,react,3,False,12,repeated_action,0,192.37,ReAct
db_filter_summarize,12,react,3,True,9,,0,96.05,ReAct
fs_organize,12,react,4,True,12,,0,177.49,ReAct
fs_nested,12,react,4,False,12,repeated_action,0,152.6,ReAct
fs_backup_clean,12,react,4,True,12,,0,148.25,ReAct
fs_dedup_archive,12,react,4,True,7,,0,86.1,ReAct
db_create_insert,12,react,4,False,6,repeated_action,0,70.93,ReAct
db_alter,12,react,4,True,7,,0,83.99,ReAct
db_join_agg,12,react,4,False,12,repeated_action,0,254.83,ReAct
db_filter_summarize,12,react,4,True,7,,0,71.13,ReAct
fs_organize,12,react,5,False,6,tool_misuse,0,71.89,ReAct
fs_nested,12,react,5,True,12,,0,143.8,ReAct
fs_backup_clean,12,react,5,False,6,other,0,72.44,ReAct
fs_dedup_archive,12,react,5,True,8,,0,96.56,ReAct
db_create_insert,12,react,5,True,6,,0,72.95,ReAct
db_alter,12,react,5,True,7,,0,81.7,ReAct
db_join_agg,12,react,5,False,12,repeated_action,0,190.51,ReAct
db_filter_summarize,12,react,5,False,2,other,0,17.92,ReAct
fs_organize,16,react,0,True,14,,0,213.25,ReAct
fs_nested,16,react,0,False,2,other,0,22.93,ReAct
fs_backup_clean,16,react,0,True,15,,0,313.36,ReAct
fs_dedup_archive,16,react,0,True,7,,0,81.3,ReAct
db_create_insert,16,react,0,True,11,,0,123.16,ReAct
db_alter,16,react,0,False,2,other,0,23.25,ReAct
db_join_agg,16,react,0,False,0,other,0,36.7,ReAct
db_filter_summarize,16,react,0,True,9,,0,109.21,ReAct
fs_organize,16,react,1,False,16,repeated_action,0,355.54,ReAct
fs_nested,16,react,1,False,2,other,0,21.63,ReAct
fs_backup_clean,16,react,1,True,11,,0,101.12,ReAct
fs_dedup_archive,16,react,1,True,6,,0,70.61,ReAct
db_create_insert,16,react,1,True,6,,0,71.32,ReAct
db_alter,16,react,1,True,7,,0,83.8,ReAct
db_join_agg,16,react,1,False,6,repeated_action,0,73.63,ReAct
db_filter_summarize,16,react,1,True,9,,0,107.79,ReAct
fs_organize,16,react,2,True,12,,0,143.06,ReAct
fs_nested,16,react,2,True,10,,0,131.29,ReAct
fs_backup_clean,16,react,2,False,10,repeated_action,0,192.09,ReAct
fs_dedup_archive,16,react,2,True,10,,0,133.31,ReAct
db_create_insert,16,react,2,True,16,,0,191.8,ReAct
db_alter,16,react,2,True,7,,0,83.12,ReAct
db_join_agg,16,react,2,False,16,repeated_action,0,429.19,ReAct
db_filter_summarize,16,react,2,True,12,,0,143.51,ReAct
fs_organize,16,react,3,True,16,,0,316.84,ReAct
fs_nested,16,react,3,True,14,,0,151.88,ReAct
fs_backup_clean,16,react,3,True,8,,0,96.1,ReAct
fs_dedup_archive,16,react,3,True,7,,0,84.3,ReAct
db_create_insert,16,react,3,True,7,,0,83.07,ReAct
db_alter,16,react,3,True,7,,0,84.46,ReAct
db_join_agg,16,react,3,False,3,tool_misuse,0,35.68,ReAct
db_filter_summarize,16,react,3,False,2,other,0,23.53,ReAct
fs_organize,16,react,4,True,16,,0,192.39,ReAct
fs_nested,16,react,4,False,4,repeated_action,0,47.59,ReAct
fs_backup_clean,16,react,4,False,9,repeated_action,0,108.43,ReAct
fs_dedup_archive,16,react,4,True,7,,0,84.05,ReAct
db_create_insert,16,react,4,True,10,,0,119.44,ReAct
db_alter,16,react,4,True,7,,0,86.1,ReAct
db_join_agg,16,react,4,False,16,repeated_action,0,368.79,ReAct
db_filter_summarize,16,react,4,True,11,,0,134.95,ReAct
fs_organize,16,react,5,False,16,repeated_action,0,440.89,ReAct
fs_nested,16,react,5,False,8,other,0,103.67,ReAct
fs_backup_clean,16,react,5,True,16,,0,334.0,ReAct
fs_dedup_archive,16,react,5,True,7,,0,51.44,ReAct
db_create_insert,16,react,5,True,10,,0,116.73,ReAct
db_alter,16,react,5,True,7,,0,84.01,ReAct
db_join_agg,16,react,5,False,11,repeated_action,0,152.39,ReAct
db_filter_summarize,16,react,5,True,14,,0,212.75,ReAct
fs_organize,20,react,0,False,20,repeated_action,0,311.8,ReAct
fs_nested,20,react,0,True,11,,0,126.65,ReAct
fs_backup_clean,20,react,0,False,18,repeated_action,0,592.81,ReAct
fs_dedup_archive,20,react,0,True,8,,0,116.21,ReAct
db_create_insert,20,react,0,True,12,,0,142.1,ReAct
db_alter,20,react,0,True,7,,0,83.86,ReAct
db_join_agg,20,react,0,False,0,other,0,459.27,ReAct
db_filter_summarize,20,react,0,False,2,other,0,22.82,ReAct
fs_organize,20,react,1,False,20,repeated_action,0,673.38,ReAct
fs_nested,20,react,1,True,20,,0,399.16,ReAct
fs_backup_clean,20,react,1,True,11,,0,108.32,ReAct
fs_dedup_archive,20,react,1,True,8,,0,96.25,ReAct
db_create_insert,20,react,1,True,7,,0,83.24,ReAct
db_alter,20,react,1,True,7,,0,84.67,ReAct
db_join_agg,20,react,1,False,16,repeated_action,0,371.31,ReAct
db_filter_summarize,20,react,1,False,2,other,0,23.36,ReAct
fs_organize,20,react,2,True,20,,0,577.59,ReAct
fs_nested,20,react,2,False,3,other,0,26.91,ReAct
fs_backup_clean,20,react,2,True,11,,0,118.41,ReAct
fs_dedup_archive,20,react,2,False,3,tool_misuse,0,35.3,ReAct
db_create_insert,20,react,2,True,13,,0,160.65,ReAct
db_alter,20,react,2,True,7,,0,80.83,ReAct
db_join_agg,20,react,2,False,20,repeated_action,0,380.91,ReAct
db_filter_summarize,20,react,2,True,8,,0,79.44,ReAct
fs_organize,20,react,3,False,20,repeated_action,0,703.87,ReAct
fs_nested,20,react,3,False,2,other,0,34.99,ReAct
fs_backup_clean,20,react,3,True,12,,0,150.74,ReAct
fs_dedup_archive,20,react,3,True,9,,0,134.86,ReAct
db_create_insert,20,react,3,True,11,,0,128.99,ReAct
db_alter,20,react,3,True,10,,0,120.18,ReAct
db_join_agg,20,react,3,False,20,repeated_action,0,598.36,ReAct
db_filter_summarize,20,react,3,False,3,tool_misuse,0,29.17,ReAct
fs_organize,20,react,4,False,3,other,0,24.3,ReAct
fs_nested,20,react,4,False,5,repeated_action,0,53.55,ReAct
fs_backup_clean,20,react,4,True,10,,0,120.24,ReAct
fs_dedup_archive,20,react,4,True,8,,0,96.08,ReAct
db_create_insert,20,react,4,True,13,,0,156.34,ReAct
db_alter,20,react,4,True,8,,0,96.01,ReAct
db_join_agg,20,react,4,False,20,repeated_action,0,601.68,ReAct
db_filter_summarize,20,react,4,True,8,,0,100.55,ReAct
fs_organize,20,react,5,True,13,,0,207.15,ReAct
fs_nested,20,react,5,True,19,,0,320.62,ReAct
fs_backup_clean,20,react,5,False,4,other,0,45.41,ReAct
fs_dedup_archive,20,react,5,True,6,,0,70.04,ReAct
db_create_insert,20,react,5,True,12,,0,144.26,ReAct
db_alter,20,react,5,True,7,,0,83.27,ReAct
db_join_agg,20,react,5,False,0,other,0,140.65,ReAct
db_filter_summarize,20,react,5,False,20,repeated_action,0,442.85,ReAct
fs_organize,8,plan_act,0,False,8,other,0,82.72,Plan-and-Act
fs_nested,8,plan_act,0,True,8,,0,109.14,Plan-and-Act
fs_backup_clean,8,plan_act,0,True,8,,0,107.94,Plan-and-Act
fs_dedup_archive,8,plan_act,0,True,8,,0,108.59,Plan-and-Act
db_create_insert,8,plan_act,0,True,8,,0,107.33,Plan-and-Act
db_alter,8,plan_act,0,True,8,,0,107.41,Plan-and-Act
db_join_agg,8,plan_act,0,False,8,other,0,108.2,Plan-and-Act
db_filter_summarize,8,plan_act,0,True,8,,0,108.15,Plan-and-Act
fs_organize,8,plan_act,1,False,8,other,0,107.34,Plan-and-Act
fs_nested,8,plan_act,1,True,8,,0,108.66,Plan-and-Act
fs_backup_clean,8,plan_act,1,True,8,,0,107.42,Plan-and-Act
fs_dedup_archive,8,plan_act,1,True,8,,0,108.39,Plan-and-Act
db_create_insert,8,plan_act,1,True,8,,0,108.63,Plan-and-Act
db_alter,8,plan_act,1,True,8,,0,107.84,Plan-and-Act
db_join_agg,8,plan_act,1,False,0,other,0,108.94,Plan-and-Act
db_filter_summarize,8,plan_act,1,False,8,repeated_action,0,105.91,Plan-and-Act
fs_organize,8,plan_act,2,False,8,other,0,108.19,Plan-and-Act
fs_nested,8,plan_act,2,True,8,,0,108.4,Plan-and-Act
fs_backup_clean,8,plan_act,2,True,8,,0,106.99,Plan-and-Act
fs_dedup_archive,8,plan_act,2,True,8,,0,110.58,Plan-and-Act
db_create_insert,8,plan_act,2,True,8,,0,106.69,Plan-and-Act
db_alter,8,plan_act,2,True,8,,0,108.2,Plan-and-Act
db_join_agg,8,plan_act,2,False,8,repeated_action,0,108.75,Plan-and-Act
db_filter_summarize,8,plan_act,2,True,8,,0,106.47,Plan-and-Act
fs_organize,8,plan_act,3,False,8,other,0,107.96,Plan-and-Act
fs_nested,8,plan_act,3,True,8,,0,108.48,Plan-and-Act
fs_backup_clean,8,plan_act,3,True,8,,0,107.5,Plan-and-Act
fs_dedup_archive,8,plan_act,3,True,8,,0,108.58,Plan-and-Act
db_create_insert,8,plan_act,3,True,8,,0,108.38,Plan-and-Act
db_alter,8,plan_act,3,True,8,,0,108.15,Plan-and-Act
db_join_agg,8,plan_act,3,False,8,other,0,107.33,Plan-and-Act
db_filter_summarize,8,plan_act,3,True,8,,0,107.43,Plan-and-Act
fs_organize,8,plan_act,4,False,8,other,0,108.89,Plan-and-Act
fs_nested,8,plan_act,4,True,8,,0,108.49,Plan-and-Act
fs_backup_clean,8,plan_act,4,True,8,,0,107.11,Plan-and-Act
fs_dedup_archive,8,plan_act,4,True,8,,0,108.07,Plan-and-Act
db_create_insert,8,plan_act,4,True,8,,0,108.49,Plan-and-Act
db_alter,8,plan_act,4,True,8,,0,108.68,Plan-and-Act
db_join_agg,8,plan_act,4,False,8,repeated_action,0,106.29,Plan-and-Act
db_filter_summarize,8,plan_act,4,True,8,,0,110.59,Plan-and-Act
fs_organize,8,plan_act,5,False,8,repeated_action,0,106.17,Plan-and-Act
fs_nested,8,plan_act,5,True,8,,0,107.56,Plan-and-Act
fs_backup_clean,8,plan_act,5,True,8,,0,110.02,Plan-and-Act
fs_dedup_archive,8,plan_act,5,True,8,,0,107.26,Plan-and-Act
db_create_insert,8,plan_act,5,True,8,,0,107.25,Plan-and-Act
db_alter,8,plan_act,5,True,8,,0,107.82,Plan-and-Act
db_join_agg,8,plan_act,5,False,8,other,0,108.17,Plan-and-Act
db_filter_summarize,8,plan_act,5,True,8,,0,108.38,Plan-and-Act
fs_organize,12,plan_act,0,True,12,,0,154.05,Plan-and-Act
fs_nested,12,plan_act,0,False,12,repeated_action,0,156.58,Plan-and-Act
fs_backup_clean,12,plan_act,0,True,12,,0,157.36,Plan-and-Act
fs_dedup_archive,12,plan_act,0,True,12,,0,154.09,Plan-and-Act
db_create_insert,12,plan_act,0,True,12,,0,157.68,Plan-and-Act
db_alter,12,plan_act,0,True,9,,0,119.71,Plan-and-Act
db_join_agg,12,plan_act,0,False,12,repeated_action,0,155.71,Plan-and-Act
db_filter_summarize,12,plan_act,0,True,11,,0,144.37,Plan-and-Act
fs_organize,12,plan_act,1,False,12,repeated_action,0,240.01,Plan-and-Act
fs_nested,12,plan_act,1,True,11,,0,120.76,Plan-and-Act
fs_backup_clean,12,plan_act,1,True,12,,0,155.59,Plan-and-Act
fs_dedup_archive,12,plan_act,1,True,12,,0,156.86,Plan-and-Act
db_create_insert,12,plan_act,1,True,12,,0,156.02,Plan-and-Act
db_alter,12,plan_act,1,True,9,,0,122.21,Plan-and-Act
db_join_agg,12,plan_act,1,False,12,repeated_action,0,152.42,Plan-and-Act
db_filter_summarize,12,plan_act,1,True,11,,0,145.47,Plan-and-Act
fs_organize,12,plan_act,2,True,12,,0,156.17,Plan-and-Act
fs_nested,12,plan_act,2,True,8,,0,108.27,Plan-and-Act
fs_backup_clean,12,plan_act,2,True,12,,0,157.82,Plan-and-Act
fs_dedup_archive,12,plan_act,2,True,12,,0,154.79,Plan-and-Act
db_create_insert,12,plan_act,2,True,12,,0,155.17,Plan-and-Act
db_alter,12,plan_act,2,True,9,,0,120.45,Plan-and-Act
db_join_agg,12,plan_act,2,False,12,repeated_action,0,156.55,Plan-and-Act
db_filter_summarize,12,plan_act,2,True,12,,0,156.15,Plan-and-Act
fs_organize,12,plan_act,3,False,12,repeated_action,0,242.57,Plan-and-Act
fs_nested,12,plan_act,3,True,11,,0,119.65,Plan-and-Act
fs_backup_clean,12,plan_act,3,True,12,,0,155.58,Plan-and-Act
fs_dedup_archive,12,plan_act,3,True,11,,0,144.54,Plan-and-Act
db_create_insert,12,plan_act,3,True,12,,0,156.08,Plan-and-Act
db_alter,12,plan_act,3,True,9,,0,119.55,Plan-and-Act
db_join_agg,12,plan_act,3,False,0,other,0,155.43,Plan-and-Act
db_filter_summarize,12,plan_act,3,True,12,,0,156.3,Plan-and-Act
fs_organize,12,plan_act,4,False,12,repeated_action,0,180.45,Plan-and-Act
fs_nested,12,plan_act,4,True,12,,0,142.86,Plan-and-Act
fs_backup_clean,12,plan_act,4,True,12,,0,156.95,Plan-and-Act
fs_dedup_archive,12,plan_act,4,True,9,,0,120.47,Plan-and-Act
db_create_insert,12,plan_act,4,True,10,,0,131.29,Plan-and-Act
db_alter,12,plan_act,4,True,10,,0,132.18,Plan-and-Act
db_join_agg,12,plan_act,4,False,12,other,0,155.58,Plan-and-Act
db_filter_summarize,12,plan_act,4,False,12,repeated_action,0,155.73,Plan-and-Act
fs_organize,12,plan_act,5,True,12,,0,155.97,Plan-and-Act
fs_nested,12,plan_act,5,True,11,,0,143.9,Plan-and-Act
fs_backup_clean,12,plan_act,5,True,12,,0,155.89,Plan-and-Act
fs_dedup_archive,12,plan_act,5,True,11,,0,144.67,Plan-and-Act
db_create_insert,12,plan_act,5,True,12,,0,157.0,Plan-and-Act
db_alter,12,plan_act,5,True,10,,0,131.5,Plan-and-Act
db_join_agg,12,plan_act,5,False,0,other,0,154.76,Plan-and-Act
db_filter_summarize,12,plan_act,5,False,12,repeated_action,0,155.43,Plan-and-Act
fs_organize,16,plan_act,0,True,16,,0,205.4,Plan-and-Act
fs_nested,16,plan_act,0,True,13,,0,167.46,Plan-and-Act
fs_backup_clean,16,plan_act,0,True,16,,0,203.89,Plan-and-Act
fs_dedup_archive,16,plan_act,0,True,12,,0,156.87,Plan-and-Act
db_create_insert,16,plan_act,0,True,12,,0,156.41,Plan-and-Act
db_alter,16,plan_act,0,True,9,,0,118.72,Plan-and-Act
db_join_agg,16,plan_act,0,False,16,repeated_action,0,208.99,Plan-and-Act
db_filter_summarize,16,plan_act,0,False,13,tool_misuse,0,163.52,Plan-and-Act
fs_organize,16,plan_act,1,True,16,,0,203.85,Plan-and-Act
fs_nested,16,plan_act,1,True,11,,0,143.95,Plan-and-Act
fs_backup_clean,16,plan_act,1,False,16,repeated_action,0,404.16,Plan-and-Act
fs_dedup_archive,16,plan_act,1,True,11,,0,120.59,Plan-and-Act
db_create_insert,16,plan_act,1,True,13,,0,168.89,Plan-and-Act
db_alter,16,plan_act,1,True,9,,0,119.03,Plan-and-Act
db_join_agg,16,plan_act,1,False,16,repeated_action,0,204.09,Plan-and-Act
db_filter_summarize,16,plan_act,1,True,15,,0,192.72,Plan-and-Act
fs_organize,16,plan_act,2,True,16,,0,202.24,Plan-and-Act
fs_nested,16,plan_act,2,True,8,,0,109.0,Plan-and-Act
fs_backup_clean,16,plan_act,2,True,16,,0,203.58,Plan-and-Act
fs_dedup_archive,16,plan_act,2,True,12,,0,157.17,Plan-and-Act
db_create_insert,16,plan_act,2,True,11,,0,143.04,Plan-and-Act
db_alter,16,plan_act,2,True,8,,0,107.52,Plan-and-Act
db_join_agg,16,plan_act,2,False,0,other,0,218.07,Plan-and-Act
db_filter_summarize,16,plan_act,2,True,15,,0,190.02,Plan-and-Act
fs_organize,16,plan_act,3,True,16,,0,203.98,Plan-and-Act
fs_nested,16,plan_act,3,True,12,,0,156.55,Plan-and-Act
fs_backup_clean,16,plan_act,3,True,16,,0,203.94,Plan-and-Act
fs_dedup_archive,16,plan_act,3,True,12,,0,155.58,Plan-and-Act
db_create_insert,16,plan_act,3,True,15,,0,194.17,Plan-and-Act
db_alter,16,plan_act,3,True,9,,0,118.08,Plan-and-Act
db_join_agg,16,plan_act,3,False,0,other,0,204.06,Plan-and-Act
db_filter_summarize,16,plan_act,3,True,13,,0,168.26,Plan-and-Act
fs_organize,16,plan_act,4,True,16,,0,258.44,Plan-and-Act
fs_nested,16,plan_act,4,True,11,,0,125.3,Plan-and-Act
fs_backup_clean,16,plan_act,4,True,16,,0,204.57,Plan-and-Act
fs_dedup_archive,16,plan_act,4,True,12,,0,155.62,Plan-and-Act
db_create_insert,16,plan_act,4,True,12,,0,156.87,Plan-and-Act
db_alter,16,plan_act,4,True,11,,0,142.45,Plan-and-Act
db_join_agg,16,plan_act,4,False,0,other,0,205.36,Plan-and-Act
db_filter_summarize,16,plan_act,4,True,11,,0,144.39,Plan-and-Act
fs_organize,16,plan_act,5,True,16,,0,201.82,Plan-and-Act
fs_nested,16,plan_act,5,True,8,,0,108.82,Plan-and-Act
fs_backup_clean,16,plan_act,5,True,16,,0,203.45,Plan-and-Act
fs_dedup_archive,16,plan_act,5,True,12,,0,157.78,Plan-and-Act
db_create_insert,16,plan_act,5,True,16,,0,203.06,Plan-and-Act
db_alter,16,plan_act,5,True,10,,0,130.84,Plan-and-Act
db_join_agg,16,plan_act,5,False,0,other,0,204.58,Plan-and-Act
db_filter_summarize,16,plan_act,5,False,14,repeated_action,0,179.18,Plan-and-Act
fs_organize,20,plan_act,0,True,20,,0,309.8,Plan-and-Act
fs_nested,20,plan_act,0,True,11,,0,135.02,Plan-and-Act
fs_backup_clean,20,plan_act,0,True,20,,0,251.78,Plan-and-Act
fs_dedup_archive,20,plan_act,0,True,12,,0,156.85,Plan-and-Act
db_create_insert,20,plan_act,0,True,13,,0,167.58,Plan-and-Act
db_alter,20,plan_act,0,True,12,,0,155.36,Plan-and-Act
db_join_agg,20,plan_act,0,False,0,other,0,251.44,Plan-and-Act
db_filter_summarize,20,plan_act,0,True,14,,0,182.26,Plan-and-Act
fs_organize,20,plan_act,1,True,20,,0,249.93,Plan-and-Act
fs_nested,20,plan_act,1,True,12,,0,156.07,Plan-and-Act
fs_backup_clean,20,plan_act,1,True,20,,0,252.17,Plan-and-Act
fs_dedup_archive,20,plan_act,1,True,12,,0,156.49,Plan-and-Act
db_create_insert,20,plan_act,1,True,12,,0,156.6,Plan-and-Act
db_alter,20,plan_act,1,True,11,,0,142.85,Plan-and-Act
db_join_agg,20,plan_act,1,False,0,other,0,260.3,Plan-and-Act
db_filter_summarize,20,plan_act,1,True,13,,0,160.99,Plan-and-Act
fs_organize,20,plan_act,2,True,20,,0,250.01,Plan-and-Act
fs_nested,20,plan_act,2,True,8,,0,109.28,Plan-and-Act
fs_backup_clean,20,plan_act,2,True,20,,0,251.3,Plan-and-Act
fs_dedup_archive,20,plan_act,2,True,14,,0,179.56,Plan-and-Act
db_create_insert,20,plan_act,2,True,11,,0,145.12,Plan-and-Act
db_alter,20,plan_act,2,True,11,,0,143.76,Plan-and-Act
db_join_agg,20,plan_act,2,False,0,other,0,228.28,Plan-and-Act
db_filter_summarize,20,plan_act,2,True,11,,0,144.36,Plan-and-Act
fs_organize,20,plan_act,3,True,20,,0,250.5,Plan-and-Act
fs_nested,20,plan_act,3,True,11,,0,143.96,Plan-and-Act
fs_backup_clean,20,plan_act,3,False,20,repeated_action,0,252.61,Plan-and-Act
fs_dedup_archive,20,plan_act,3,True,13,,0,168.21,Plan-and-Act
db_create_insert,20,plan_act,3,True,12,,0,156.87,Plan-and-Act
db_alter,20,plan_act,3,True,10,,0,131.16,Plan-and-Act
db_join_agg,20,plan_act,3,False,20,repeated_action,0,270.95,Plan-and-Act
db_filter_summarize,20,plan_act,3,True,19,,0,232.22,Plan-and-Act
fs_organize,20,plan_act,4,True,20,,0,253.11,Plan-and-Act
fs_nested,20,plan_act,4,True,11,,0,143.23,Plan-and-Act
fs_backup_clean,20,plan_act,4,False,20,repeated_action,0,427.3,Plan-and-Act
fs_dedup_archive,20,plan_act,4,True,16,,0,186.24,Plan-and-Act
db_create_insert,20,plan_act,4,True,16,,0,196.62,Plan-and-Act
db_alter,20,plan_act,4,True,13,,0,167.9,Plan-and-Act
db_join_agg,20,plan_act,4,False,0,other,0,253.22,Plan-and-Act
db_filter_summarize,20,plan_act,4,True,15,,0,190.18,Plan-and-Act
fs_organize,20,plan_act,5,True,20,,0,339.37,Plan-and-Act
fs_nested,20,plan_act,5,True,8,,0,93.26,Plan-and-Act
fs_backup_clean,20,plan_act,5,True,20,,0,252.33,Plan-and-Act
fs_dedup_archive,20,plan_act,5,True,16,,0,203.94,Plan-and-Act
db_create_insert,20,plan_act,5,True,17,,0,216.97,Plan-and-Act
db_alter,20,plan_act,5,True,11,,0,144.36,Plan-and-Act
db_join_agg,20,plan_act,5,False,0,other,0,250.24,Plan-and-Act
db_filter_summarize,20,plan_act,5,True,16,,0,202.73,Plan-and-Act
fs_organize,8,strategy,0,False,8,tool_misuse,0,96.61,Self-Improving (ours)
fs_nested,8,strategy,0,False,2,other,0,22.12,Self-Improving (ours)
fs_backup_clean,8,strategy,0,True,8,,0,94.34,Self-Improving (ours)
fs_dedup_archive,8,strategy,0,True,8,,0,96.37,Self-Improving (ours)
db_create_insert,8,strategy,0,False,7,repeated_action,0,85.19,Self-Improving (ours)
db_alter,8,strategy,0,True,8,,0,93.77,Self-Improving (ours)
db_join_agg,8,strategy,0,False,8,repeated_action,0,97.48,Self-Improving (ours)
db_filter_summarize,8,strategy,0,True,6,,0,50.88,Self-Improving (ours)
fs_organize,8,strategy,1,False,8,other,1,94.79,Self-Improving (ours)
fs_nested,8,strategy,1,False,3,tool_misuse,1,33.88,Self-Improving (ours)
fs_backup_clean,8,strategy,1,False,8,other,0,93.9,Self-Improving (ours)
fs_dedup_archive,8,strategy,1,True,7,,0,82.46,Self-Improving (ours)
db_create_insert,8,strategy,1,True,8,,1,94.98,Self-Improving (ours)
db_alter,8,strategy,1,True,7,,0,84.56,Self-Improving (ours)
db_join_agg,8,strategy,1,False,8,repeated_action,1,96.23,Self-Improving (ours)
db_filter_summarize,8,strategy,1,True,8,,0,94.28,Self-Improving (ours)
fs_organize,8,strategy,2,False,8,other,2,95.2,Self-Improving (ours)
fs_nested,8,strategy,2,False,8,other,2,94.07,Self-Improving (ours)
fs_backup_clean,8,strategy,2,True,7,,1,84.25,Self-Improving (ours)
fs_dedup_archive,8,strategy,2,True,7,,0,83.61,Self-Improving (ours)
db_create_insert,8,strategy,2,True,6,,1,71.78,Self-Improving (ours)
db_alter,8,strategy,2,True,7,,0,83.65,Self-Improving (ours)
